tconst	averageRating	numVotes
tt0013494	6.2	56
tt0013496	6.9	1528
tt0013500	5.2	9
tt0013501	6.9	53
tt0013502	6.6	7
tt0013506	6.8	51
tt0013511	6.6	16
tt0013512	6.9	97
tt0013513	6.6	5
tt0013515	6.7	452
tt0013520	5.3	220
tt0013524	5.7	25
tt0013527	6.3	10
tt0013534	4.8	9
tt0013535	6.3	10
tt0013538	5.9	20
tt0013540	5.1	17
tt0013555	6.8	45
tt0013556	7.2	1971
tt0013570	5.9	8
tt0013571	6.6	808
tt0013572	5	24
tt0013573	6.5	57
tt0013574	6.6	101
tt0013579	6.8	842
tt0013590	5.9	101
tt0013592	6.3	365
tt0013596	3.9	10
tt0013597	5.8	551
tt0013603	4.1	24
tt0013607	5.8	158
tt0013611	6.9	70
tt0013615	3.2	13
tt0013617	5.5	14
tt0013619	6	169
tt0013620	5.6	32
tt0013624	6.5	21
tt0013626	6.7	2031
tt0013627	5.2	10
tt0013629	6.7	25
tt0013631	6.6	12
tt0013658	6.9	31
tt0013662	6.9	418
tt0013668	6.7	22
tt0013672	6.7	25
tt0013674	7	500
tt0013679	6.9	7
tt0013681	5.6	14
tt0013682	7.5	64
tt0013687	7.1	7
tt0013688	6.6	642
tt0013690	5.3	97
tt0013704	6	118
tt0013705	5.8	136
tt0013710	7	12
tt0013716	6.2	12
tt0013719	6.5	22
tt0013724	6	8
tt0013727	6.9	10
tt0013728	5.9	49
tt0013730	6.8	83
tt0013735	5.1	73
tt0013736	6.8	8
tt0013739	6.2	6
tt0013741	6.6	444
tt0013750	6.3	968
tt0013766	2.2	11
tt0013773	6.2	11
tt0013792	5.5	19
tt0013793	4.9	9
tt0013795	6.7	9
tt0013800	7.9	77
tt0013802	6.3	366
tt0013803	6.5	46
tt0013807	6.5	196
tt0013817	6.6	78
tt0013823	6.5	590
tt0013824	6.1	21
tt0013825	5.8	12
tt0013827	6	10
tt0013829	6.4	8
tt0013830	6.8	120
tt0013833	5.2	10
tt0013834	6.8	79
tt0013839	5.5	12
tt0013841	6.7	36
tt0013842	6.6	8
tt0013845	6.8	339
tt0013846	6.8	94
tt0013849	7.3	27
tt0013853	6	31
tt0013858	6.6	2580
tt0013861	5.1	7
tt0013864	6.7	12
tt0013865	6.9	90
tt0013866	4.9	16
tt0013867	6.9	14
tt0013868	7.1	91
tt0013871	4.2	10
tt0013872	6.6	34
tt0013877	7.1	9
tt0013879	6	9
tt0013882	7.2	12
tt0013885	5.2	23
tt0013886	6.5	10
tt0013892	6.5	32
tt0013896	6.1	51
tt0013901	7	10
tt0013902	7.1	18
tt0013903	6	10
tt0013905	6.8	12
tt0013906	5.8	17
tt0013908	6.6	21
tt0013909	5.2	319
tt0013912	6.2	53
tt0013916	6.7	110
tt0013917	5.3	10
tt0013920	5.4	8
tt0013925	6.4	18
tt0013926	6.5	27
tt0013930	5.8	32
tt0013932	6.2	60
tt0013933	7.5	1103
tt0013938	3.8	12
tt0013940	6.2	47
tt0013949	5.9	10
tt0013950	5.6	13
tt0013951	6.6	505
tt0013955	5.7	7
tt0013961	5.1	16
tt0013962	6.3	12
tt0013965	6.6	8
tt0013971	5	6
tt0013973	6.3	109
tt0013975	6.9	19
tt0013978	5.2	5
tt0013981	6.5	17
tt0013982	6.7	84
tt0013984	5.6	17
tt0013986	5.2	6
tt0013992	5.6	717
tt0013994	6.2	198
tt0014003	6.8	21
tt0014012	6.2	19
tt0014013	6.7	41
tt0014014	7	85
tt0014015	5.2	6
tt0014021	4.7	19
tt0014022	6.1	36
tt0014023	6.1	9
tt0014026	8.6	5
tt0014029	6.6	1068
tt0014031	3.2	24
tt0014032	5.8	6
tt0014034	6.6	27
tt0014039	5.8	18
tt0014040	6.4	13
tt0014045	7.3	51
tt0014046	6.4	21
tt0014051	7	28
tt0014057	6.3	11
tt0014063	7.1	519
tt0014064	6.2	59
tt0014066	7.4	5
tt0014068	6.9	20
tt0014069	7.1	10
tt0014073	4.2	16
tt0014074	8.2	17
tt0014079	7	9
tt0014081	5.7	39
tt0014090	5	8
tt0014097	4.4	19
tt0014100	6.5	44
tt0014108	6.9	144
tt0014109	7.1	1085
tt0014112	5.5	114
tt0014113	3.9	8
tt0014116	6	6
tt0014118	6.9	14
tt0014127	3.6	15
tt0014137	6.9	45
tt0014138	5.2	20
tt0014139	8.2	6
tt0014141	7.2	12
tt0014142	7.2	4713
tt0014144	5.4	13
tt0014145	4	12
tt0014146	6	46
tt0014149	5.5	11
tt0014153	5.6	5
tt0014157	5.9	20
tt0014158	7.1	12
tt0014159	6.8	8
tt0014160	3.6	5
tt0014164	7.1	7
tt0014165	5	6
tt0014168	6.4	21
tt0014171	4.8	46
tt0014174	6.6	9
tt0014175	5.6	17
tt0014177	6.6	9
tt0014179	5.8	79
tt0014181	6.9	7
tt0014183	6.6	9
tt0014186	6	79
tt0014187	6.7	10
tt0014188	5.1	7
tt0014189	4	9
tt0014191	5.6	55
tt0014193	4.6	11
tt0014196	5.4	20
tt0014202	6.3	23
tt0014203	5	6
tt0014205	6.2	893
tt0014207	6.6	57
tt0014211	7.2	11
tt0014218	6.9	1994
tt0014223	7.2	14
tt0014228	6.9	10
tt0014229	6	33
tt0014231	6.3	11
tt0014239	6	5
tt0014241	5.8	62
tt0014248	5.9	8
tt0014249	6.4	8
tt0014258	6.8	5
tt0014262	7	7
tt0014264	6.7	24
tt0014269	4.9	17
tt0014279	7.2	5
tt0014284	6.3	11
tt0014285	8	37
tt0014293	5.6	45
tt0014298	6.8	25
tt0014301	6.3	17
tt0014302	6.8	23
tt0014303	3.6	14
tt0014309	7.1	26
tt0014310	6.2	53
tt0014316	5.6	69
tt0014320	7.1	55
tt0014321	5.3	73
tt0014322	6.8	9
tt0014323	5.8	69
tt0014332	3.6	7
tt0014339	7.1	22
tt0014341	7.8	9904
tt0014344	4.9	7
tt0014346	7.1	23
tt0014353	6.4	10
tt0014357	5.2	63
tt0014358	7.4	4262
tt0014359	5.7	17
tt0014363	6.8	68
tt0014367	6.2	10
tt0014379	7	11
tt0014385	6.7	19
tt0014388	5.7	7
tt0014391	5.6	13
tt0014397	6.8	253
tt0014398	6.3	9
tt0014406	6.4	1661
tt0014407	5.6	386
tt0014408	7.1	10
tt0014411	2.6	20
tt0014414	5	7
tt0014416	6.5	269
tt0014417	7.5	1889
tt0014419	5.7	185
tt0014423	6.6	14
tt0014426	5.5	11
tt0014429	8.1	17802
tt0014438	4.9	26
tt0014439	7.2	10
tt0014440	7	533
tt0014443	6.8	9
tt0014446	6.7	248
tt0014447	6.3	57
tt0014449	7	12
tt0014450	5	52
tt0014451	5	8
tt0014452	6	8
tt0014453	4.3	6
tt0014462	1.5	11
tt0014463	6.5	375
tt0014466	5.5	45
tt0014467	5.8	29
tt0014468	7	62
tt0014469	6.1	66
tt0014483	2.1	7
tt0014489	6	7
tt0014496	6.8	43
tt0014497	7	826
tt0014499	7	50
tt0014502	5.2	8
tt0014504	4.6	9
tt0014508	5.1	11
tt0014509	6.7	64
tt0014510	6.7	12
tt0014516	7	347
tt0014521	6.6	8
tt0014522	6.8	28
tt0014523	6.6	7
tt0014524	6.2	134
tt0014526	6.8	5
tt0014528	6.4	11
tt0014532	6.8	1915
tt0014538	7.1	3951
tt0014539	4.4	28
tt0014542	5.9	16
tt0014543	5.2	10
tt0014547	6.6	28
tt0014553	5.9	21
tt0014558	4.9	15
tt0014560	6.2	60
tt0014563	7	8
tt0014567	6.3	6
tt0014570	6.9	15
tt0014577	6.6	21
tt0014582	5.8	37
tt0014584	7.1	340
tt0014586	6.6	1702
tt0014588	7.2	8
tt0014600	7	56
tt0014602	7	22
tt0014604	6.4	157
tt0014605	6.8	390
tt0014606	6.2	117
tt0014607	5.6	80
tt0014608	5.5	13
tt0014611	7.4	1532
tt0014615	6.6	15
tt0014617	5.7	27
tt0014619	7	99
tt0014624	7	4737
tt0014636	6.2	786
tt0014639	5.2	32
tt0014640	6.3	7
tt0014644	5.7	21
tt0014645	6.1	8
tt0014646	6.6	2303
tt0014647	6.8	12
tt0014650	6.6	7
tt0014651	6.6	31
tt0014652	5.9	13
tt0014656	5.4	184
tt0014657	4.8	29
tt0014658	6.3	25
tt0014659	4.9	128
tt0014660	4.8	114
tt0014661	6.1	15
tt0014662	5.3	171
tt0014663	4.6	116
tt0014664	5.3	189
tt0014665	5.8	211
tt0014667	6.3	115
tt0014668	7	65
tt0014672	6.4	344
tt0014673	6.6	7
tt0014679	6.1	27
tt0014682	6.9	28
tt0014689	6.2	20
tt0014694	6.7	2656
tt0014696	6.4	37
tt0014699	5.4	5
tt0014701	6.7	17
tt0014702	6.7	407
tt0014706	6.4	12
tt0014707	6.5	8
tt0014713	6.8	13
tt0014720	5.5	23
tt0014721	5.8	132
tt0014733	6.9	14
tt0014734	6.1	25
tt0014741	1.8	12
tt0014749	6.4	81
tt0014752	6.8	16
tt0014756	5	10
tt0014759	6.3	43
tt0014760	6.9	208
tt0014762	6.7	19
tt0014763	6.8	121
tt0014764	6	5
tt0014767	7.2	10
tt0014770	6.5	212
tt0014774	6.7	11
tt0014775	3.7	7
tt0014776	7.6	5
tt0014782	6.5	24
tt0014788	6.6	13
tt0014797	6.4	40
tt0014811	6.2	27
tt0014816	7.4	5
tt0014817	6.2	12
tt0014826	5.7	105
tt0014836	6.8	6
tt0014837	4.3	9
tt0014839	8	8
tt0014845	6.2	9
tt0014854	6.9	125
tt0014857	5.7	54
tt0014860	6.6	5
tt0014866	5.3	13
tt0014867	6.7	10
tt0014869	6.5	611
tt0014872	7.4	3416
tt0014874	6.3	119
tt0014878	6.2	5
tt0014882	6.7	64
tt0014883	6	73
tt0014886	6.3	122
tt0014888	5.1	9
tt0014891	5.8	14
tt0014892	6.3	31
tt0014893	6	5
tt0014898	6.8	530
tt0014900	6.4	741
tt0014901	5.2	18
tt0014903	7.1	97
tt0014904	5.7	14
tt0014925	6.1	125
tt0014927	7.3	10
tt0014931	7.1	74
tt0014933	5.9	58
tt0014944	5.8	11
tt0014945	7.7	3026
tt0014946	6.3	6
tt0014950	5.9	14
tt0014953	5.9	22
tt0014960	4.9	12
tt0014965	5.2	5
tt0014967	7.6	95
tt0014968	7.1	18
tt0014969	2.1	10
tt0014970	3.9	12
tt0014972	7.8	3045
tt0014977	3.2	25
tt0014978	6.9	81
tt0014981	6.5	11
tt0014982	6.8	253
tt0014985	6.5	16
tt0014989	6.1	13
tt0014991	6.4	13
tt0014992	6.2	80
tt0014996	6.7	9
tt0014997	6.4	19
tt0014999	4	25
tt0015001	6.9	7
tt0015002	7.2	1210
tt0015004	7.4	13
tt0015005	6	9
tt0015014	7.2	712
tt0015015	6	11
tt0015016	7.2	1900
tt0015018	6.9	292
tt0015022	5.7	665
tt0015030	5.9	13
tt0015036	6.7	145
tt0015037	1	7
tt0015038	6.7	27
tt0015039	7.2	882
tt0015044	6.8	11
tt0015045	7.2	9
tt0015051	6.2	63
tt0015053	5.9	18
tt0015064	8.1	12168
tt0015068	7.1	32
tt0015071	7.2	21
tt0015074	6.6	5
tt0015076	6.8	149
tt0015091	6.8	16
tt0015092	7.1	9
tt0015096	7.4	98
tt0015103	5.4	31
tt0015104	6.5	35
tt0015116	6.5	973
tt0015117	6.8	27
tt0015119	7.2	1062
tt0015133	6.2	28
tt0015134	1.5	11
tt0015136	7.1	1540
tt0015138	8.2	6
tt0015141	6.7	68
tt0015145	5.7	447
tt0015146	5.5	11
tt0015150	7.4	11
tt0015152	6.3	61
tt0015156	5	6
tt0015163	7.7	8857
tt0015164	5.6	50
tt0015167	6.6	865
tt0015168	6.9	54
tt0015169	5.4	10
tt0015171	6.8	13
tt0015174	7.9	3860
tt0015175	8.1	5082
tt0015177	6.4	76
tt0015180	6.5	15
tt0015184	5.2	8
tt0015185	5.7	9
tt0015189	7	7
tt0015191	4.7	11
tt0015197	5	14
tt0015200	4.7	104
tt0015202	7.1	2265
tt0015206	5.9	14
tt0015209	6	7
tt0015211	6.2	5
tt0015213	6.8	138
tt0015214	7.2	1541
tt0015217	6.2	32
tt0015219	6.3	93
tt0015222	6.6	7
tt0015224	7.1	881
tt0015228	6.3	114
tt0015229	5.7	9
tt0015232	7	20
tt0015233	5.9	9
tt0015239	6.2	13
tt0015241	3.8	10
tt0015243	5	8
tt0015245	5.7	42
tt0015253	5.9	57
tt0015256	6.8	8
tt0015258	5.9	27
tt0015263	6.2	13
tt0015268	7.1	415
tt0015270	7	14
tt0015273	7	10
tt0015284	6.5	58
tt0015285	6.4	10
tt0015287	6.4	5
tt0015289	6.3	164
tt0015299	7.7	18
tt0015310	7	466
tt0015311	5.4	8
tt0015312	5.5	220
tt0015313	6.7	22
tt0015318	6.7	11
tt0015322	5.1	14
tt0015324	8.2	39659
tt0015329	5.3	156
tt0015331	6.4	55
tt0015339	5.7	71
tt0015342	5.8	74
tt0015343	5.9	182
tt0015347	7.1	17
tt0015349	7.2	58
tt0015353	4.5	11
tt0015355	5.7	11
tt0015356	4.5	11
tt0015361	7.6	6880
tt0015364	6.8	9
tt0015375	4.5	8
tt0015376	6.7	12
tt0015377	5.5	68
tt0015378	6.6	103
tt0015384	6	1243
tt0015389	1.8	11
tt0015390	5.8	87
tt0015391	2.6	10
tt0015393	7.4	9
tt0015394	4.8	6
tt0015399	6.6	9
tt0015400	7.7	5462
tt0015407	4.1	7
tt0015408	5.4	5
tt0015409	7	46
tt0015412	3	13
tt0015413	5.2	12
tt0015414	5.6	11
tt0015417	6.3	7
tt0015419	5.2	8
tt0015423	6.7	13
tt0015426	2.8	11
tt0015431	6.8	129
tt0015433	6.2	12
tt0015442	6.4	9
tt0015443	5.9	16
tt0015444	5.5	11
tt0015445	2.5	10
tt0015451	7.2	13
tt0015452	6.3	6
tt0015453	5.6	7
tt0015454	5.9	16
tt0015456	6.6	23
tt0015457	5.7	31
tt0015460	4.3	19
tt0015465	6.9	10
tt0015466	5.4	10
tt0015467	6.4	5
tt0015471	7.4	10
tt0015477	5.7	220
tt0015491	6.5	23
tt0015492	6.9	14
tt0015493	6.3	200
tt0015494	7.4	17
tt0015495	6.4	10
tt0015498	6.8	430
tt0015499	7.2	5
tt0015500	5.9	310
tt0015501	4.8	6
tt0015504	5.9	17
tt0015505	2.3	11
tt0015508	7.1	53
tt0015518	5.8	121
tt0015520	1	9
tt0015522	5.9	63
tt0015524	5.7	34
tt0015526	6.9	15
tt0015532	7.8	5254
tt0015533	6.2	21
tt0015535	5	11
tt0015537	5.6	10
tt0015539	2.1	9
tt0015542	5.6	23
tt0015543	5.8	19
tt0015547	5.9	23
tt0015548	6.7	7
tt0015551	4.8	98
tt0015552	4.7	105
tt0015553	4.9	134
tt0015554	4.7	87
tt0015555	4.8	86
tt0015556	4.6	76
tt0015557	5.8	17
tt0015558	5.3	152
tt0015559	5.3	61
tt0015560	5.1	175
tt0015561	5	88
tt0015562	5.3	138
tt0015563	5.8	241
tt0015564	4.7	170
tt0015569	5.4	43
tt0015570	5.6	21
tt0015572	7.2	12
tt0015573	6	6
tt0015577	6.7	50
tt0015579	2.6	9
tt0015589	6	8
tt0015592	6.7	114
tt0015600	5.9	7
tt0015602	5.6	8
tt0015612	6.1	69
tt0015613	4.2	5
tt0015616	7.3	6
tt0015617	6.9	10
tt0015620	5.7	9
tt0015621	6.4	26
tt0015623	5.6	5
tt0015624	7.9	6098
tt0015626	6.7	9
tt0015627	6.2	34
tt0015632	6.6	14
tt0015634	6.2	767
tt0015635	6.3	50
tt0015638	6.4	11
tt0015639	5.7	14
tt0015643	7	177
tt0015644	6.2	6
tt0015648	8	51788
tt0015653	4.4	14
tt0015657	6.1	57
tt0015661	5.3	7
tt0015662	7.4	14
tt0015663	6.7	13
tt0015665	7	6
tt0015669	5.9	38
tt0015670	7.3	69
tt0015671	4.6	5
tt0015673	7.2	1141
tt0015684	6.3	491
tt0015686	6	56
tt0015687	6.6	243
tt0015688	6.8	6
tt0015689	2.7	11
tt0015690	5	7
tt0015691	6.1	38
tt0015692	8.6	5
tt0015693	6.4	681
tt0015700	6.7	43
tt0015702	6.5	43
tt0015713	6.1	10
tt0015714	6.4	18
tt0015716	6.9	8
tt0015719	5.5	6
tt0015720	4.8	5
tt0015724	6.2	20
tt0015727	6.7	27
tt0015728	7.3	12
tt0015730	6.2	6
tt0015735	7.4	21
tt0015738	7.4	11
tt0015739	7.6	12
tt0015740	6.2	12
tt0015742	6.7	7
tt0015745	7.1	10
tt0015746	5.4	7
tt0015749	5.7	17
tt0015750	6	65
tt0015751	6.4	9
tt0015758	7	416
tt0015763	6.4	296
tt0015765	7	14
tt0015766	6.5	24
tt0015768	7.1	1703
tt0015770	5.9	11
tt0015771	5.7	15
tt0015772	6.6	1718
tt0015773	6.4	8
tt0015775	8	12
tt0015777	5	7
tt0015778	7	18
tt0015794	6.3	133
tt0015799	6	34
tt0015800	6.3	60
tt0015801	7.1	310
tt0015802	5	17
tt0015809	4.2	9
tt0015810	7.1	24
tt0015811	3.3	23
tt0015813	5.4	8
tt0015814	6.7	7
tt0015816	6.2	10
tt0015820	6.1	11
tt0015840	6.2	79
tt0015841	7.5	4883
tt0015842	7.2	1349
tt0015847	5.8	100
tt0015851	6	9
tt0015852	7.2	12
tt0015856	2.9	9
tt0015859	4.8	5
tt0015861	6.6	417
tt0015863	7.2	3711
tt0015864	8.2	97507
tt0015866	6.2	9
tt0015867	7.2	23
tt0015872	6.9	151
tt0015873	7.8	917
tt0015875	5.4	14
tt0015881	8.1	8898
tt0015882	5.2	24
tt0015883	6.9	225
tt0015888	5.6	56
tt0015900	6.1	22
tt0015901	3.3	11
tt0015902	6.3	9
tt0015903	5	15
tt0015906	7.6	27
tt0015909	6.5	151
tt0015916	6.6	168
tt0015917	6.8	5
tt0015918	7.5	20
tt0015919	6.1	9
tt0015921	7.4	148
tt0015924	6.5	11
tt0015926	6.3	7
tt0015927	9.7	6
tt0015929	5.5	16
tt0015930	5.4	28
tt0015935	6.6	112
tt0015937	7.1	14
tt0015939	1.7	10
tt0015947	6.7	40
tt0015948	6.8	152
tt0015950	5.2	12
tt0015951	1.3	18
tt0015953	5.8	272
tt0015954	6.9	7
tt0015956	6.5	213
tt0015959	6.5	93
tt0015961	5.1	8
tt0015963	5.9	16
tt0015965	5	8
tt0015968	6.9	15
tt0015972	7.2	15
tt0015973	5.6	69
tt0015975	6.9	10
tt0015976	6.8	35
tt0015977	6.1	199
tt0015979	7	32
tt0015980	7.1	12
tt0015987	6.3	16
tt0015988	6.9	25
tt0015990	6.5	19
tt0015992	5.9	43
tt0015994	6.9	18
tt0015996	6.3	13
tt0015997	7.3	10
tt0015998	6.8	10
tt0016004	7.3	979
tt0016005	6.6	544
tt0016006	5	125
tt0016008	6	12
tt0016013	7.2	475
tt0016017	7.1	12
tt0016022	5.7	96
tt0016023	6	448
tt0016027	7.2	9
tt0016028	6.7	878
tt0016029	7.1	1420
tt0016031	6	7
tt0016032	6.2	12
tt0016034	7	10
tt0016037	6.1	25
tt0016038	6.2	31
tt0016039	7	4515
tt0016042	6.4	10
tt0016049	6.3	83
tt0016051	6.7	18
tt0016052	5.5	14
tt0016053	6.2	51
tt0016058	6.8	5
tt0016060	5.5	38
tt0016061	5.6	8
tt0016063	7.3	28
tt0016064	6.8	15
tt0016065	5.6	30
tt0016066	6.1	8
tt0016069	6.9	12
tt0016073	6	8
tt0016076	4.7	10
tt0016084	7.1	18
tt0016085	5.2	38
tt0016094	5.7	21
tt0016096	7.2	76
tt0016097	6.5	12
tt0016104	7.3	2127
tt0016106	6.8	34
tt0016107	6	65
tt0016109	5.3	11
tt0016112	7	55
tt0016114	6.4	35
tt0016115	5.9	12
tt0016123	6.2	907
tt0016129	6.1	129
tt0016130	6.7	7
tt0016134	6.8	9
tt0016140	5.6	10
tt0016142	6.4	105
tt0016145	6.7	7
tt0016147	5.7	43
tt0016156	7	31
tt0016159	7.2	6
tt0016163	7.3	34
tt0016167	6.3	10
tt0016170	5.4	11
tt0016172	6.1	45
tt0016174	2.4	87
tt0016184	1.7	77
tt0016185	7.1	310
tt0016186	6	6
tt0016192	7	7
tt0016194	6.9	11
tt0016195	7.7	23
tt0016198	5.8	18
tt0016200	3	5
tt0016201	6.2	205
tt0016202	6.6	9
tt0016205	6.7	127
tt0016207	6.5	8
tt0016212	6.3	38
tt0016213	6.9	10
tt0016214	5.4	14
tt0016218	5.2	10
tt0016220	7.6	16256
tt0016222	5.9	63
tt0016223	6.2	12
tt0016225	6.6	45
tt0016226	6	269
tt0016230	6	2111
tt0016231	5.5	24
tt0016232	7	190
tt0016234	5.3	15
tt0016235	6.4	49
tt0016237	6.2	37
tt0016238	6.4	12
tt0016240	6.8	134
tt0016241	3.7	132
tt0016245	5.1	47
tt0016246	6.8	33
tt0016251	5.9	98
tt0016258	7.1	319
tt0016259	7.1	13
tt0016268	7.4	47
tt0016276	6.6	298
tt0016283	7.2	45
tt0016284	6.9	14
tt0016286	6.5	23
tt0016288	6.4	170
tt0016294	6.8	126
tt0016295	6.5	8
tt0016300	5.1	13
tt0016301	7.4	17
tt0016305	6.1	10
tt0016307	7.3	7
tt0016308	6.6	483
tt0016309	3.8	132
tt0016310	6.7	322
tt0016323	5.9	14
tt0016324	3.9	10
tt0016325	6.5	44
tt0016328	6.2	9
tt0016332	7.9	8945
tt0016333	5.6	5
tt0016334	7.2	17
tt0016338	6.1	113
tt0016341	6.2	8
tt0016343	5	8
tt0016345	7.5	11
tt0016346	7.5	79
tt0016351	6	11
tt0016358	1.9	79
tt0016359	5.9	84
tt0016361	7.1	84
tt0016364	5.3	35
tt0016367	5.9	20
tt0016368	6.8	11
tt0016373	5.6	55
tt0016374	5.1	11
tt0016375	5.7	153
tt0016377	4.1	112
tt0016382	7	9
tt0016384	5.9	60
tt0016389	6	7
tt0016390	7.4	91
tt0016392	6.4	219
tt0016394	6.5	831
tt0016395	7.2	278
tt0016398	6	6
tt0016399	5.4	21
tt0016403	6.7	15
tt0016408	4.1	9
tt0016409	6.6	23
tt0016417	4.6	30
tt0016420	6.5	14
tt0016421	5.5	6
tt0016424	5.3	7
tt0016430	5.9	15
tt0016432	6.3	6
tt0016434	6.8	5
tt0016438	6.6	15
tt0016439	7.1	27
tt0016446	7.4	57
tt0016449	5.8	9
tt0016453	5.9	8
tt0016461	6.5	538
tt0016462	6.1	8
