tconst	averageRating	numVotes
tt0002646	6.6	332
tt0002656	5.5	20
tt0002658	3.7	36
tt0002659	5.4	699
tt0002663	6	326
tt0002669	6.6	22
tt0002677	4.5	6
tt0002678	5.9	11
tt0002687	7.8	10
tt0002688	7.6	5
tt0002702	4.8	19
tt0002718	4.1	12
tt0002719	5.5	73
tt0002726	4.8	5
tt0002736	5.9	11
tt0002745	3.8	13
tt0002748	7.2	5
tt0002753	5.3	9
tt0002755	4.4	21
tt0002759	5.9	16
tt0002761	4.8	14
tt0002767	5.9	38
tt0002784	4.9	33
tt0002795	6	487
tt0002796	4.9	8
tt0002797	4.9	9
tt0002801	5.1	16
tt0002813	5.3	232
tt0002815	3.8	12
tt0002816	5.9	94
tt0002822	4.2	27
tt0002825	7	6
tt0002829	4.8	11
tt0002832	6.9	12
tt0002844	7	1944
tt0002847	5	18
tt0002848	4.8	15
tt0002850	6	13
tt0002851	5.3	309
tt0002853	4.1	26
tt0002863	6.7	33
tt0002867	5.5	97
tt0002885	6	89
tt0002893	6	8
tt0002894	5.5	8
tt0002897	5.8	36
tt0002898	6.9	98
tt0002902	4.6	12
tt0002910	6.1	68
tt0002917	5.7	23
tt0002919	4.7	58
tt0002921	4	10
tt0002922	5.1	45
tt0002950	6	5
tt0002956	5	40
tt0002968	5	6
tt0002973	5.6	7
tt0002983	6	391
tt0002985	6.2	287
tt0002990	5.5	125
tt0002996	3.6	17
tt0002999	5.8	16
tt0003001	5	11
tt0003006	6.2	12
tt0003014	7.1	949
tt0003015	4.5	42
tt0003016	5.5	76
tt0003022	5.6	49
tt0003035	6	9
tt0003037	7	1350
tt0003044	5.5	14
tt0003046	6.8	48
tt0003054	6.1	16
tt0003057	5.6	7
tt0003059	5.9	28
tt0003065	5.5	78
tt0003073	5	38
tt0003075	6	22
tt0003078	7	12
tt0003083	4.1	7
tt0003093	6.2	12
tt0003102	6.2	100
tt0003104	5.7	250
tt0003106	5.6	79
tt0003111	6.6	5
tt0003112	6.4	7
tt0003131	6.5	124
tt0003133	5.7	12
tt0003156	5.7	11
tt0003158	6.5	11
tt0003159	5.9	18
tt0003165	7	1050
tt0003167	5.8	188
tt0003170	6.4	715
tt0003177	4.5	117
tt0003207	5	6
tt0003208	4.2	5
tt0003212	5.1	15
tt0003214	6.2	220
tt0003215	5.7	10
tt0003226	4.9	11
tt0003228	5.8	5
tt0003235	5.8	20
tt0003238	5.4	110
tt0003241	5.2	9
tt0003242	8.1	10
tt0003249	6.9	10
tt0003265	4.6	67
tt0003268	5.2	5
tt0003278	7.4	9
tt0003288	5.8	13
tt0003301	6	32
tt0003309	4.8	17
tt0003310	5.5	41
tt0003311	6.2	315
tt0003316	6.9	9
tt0003317	7.3	13
tt0003323	6.4	23
tt0003330	6.3	88
tt0003337	5.8	30
tt0003345	5.8	13
tt0003355	4.8	9
tt0003360	5.4	86
tt0003362	5.2	10
tt0003365	4.7	7
tt0003379	3.8	8
tt0003386	7.7	10
tt0003399	5	244
tt0003401	5.4	12
tt0003410	5.8	6
tt0003417	5	34
tt0003419	6.5	1770
tt0003424	7.3	1293
tt0003427	5.9	27
tt0003431	6.2	6
tt0003436	5.5	72
tt0003438	5.8	19
tt0003441	6	10
tt0003442	6	9
tt0003451	5.1	9
tt0003454	4.6	9
tt0003460	6.7	50
tt0003468	4.3	23
tt0003471	6	553
tt0003484	5.8	6
tt0003489	6.2	474
tt0003497	5.8	16
tt0003499	7.4	18
tt0003500	6.9	7
tt0003502	5.6	22
tt0003508	6.4	8
tt0003512	5.1	125
tt0003513	4.4	5
tt0003516	4.9	38
tt0003520	5.2	6
tt0003526	5.7	32
tt0003536	4.8	8
tt0003540	5.6	27
tt0003545	5.6	14
tt0003552	7.4	5
tt0003565	5.9	21
tt0003578	5.9	9
tt0003584	6.9	12
tt0003585	7	10
tt0003587	5.7	18
tt0003588	5.4	7
tt0003589	6.8	8
tt0003590	7.4	5
tt0003591	6.1	10
tt0003595	4.1	10
tt0003596	6.1	46
tt0003598	5	8
tt0003599	7.1	7
tt0003600	6.4	10
tt0003609	5	7
tt0003615	5.8	108
tt0003616	4.7	6
tt0003617	3.1	11
tt0003618	6.9	19
tt0003625	6	12
tt0003630	4.9	16
tt0003632	6.3	6
tt0003637	6.4	379
tt0003638	7	7
tt0003641	5.4	9
tt0003643	6.4	1105
tt0003657	6.5	144
tt0003660	3.6	5
tt0003662	6.1	728
tt0003665	6.3	51
tt0003668	5.7	11
tt0003670	6.6	20
tt0003675	6.3	11
tt0003679	5.5	1401
tt0003692	6.8	9
tt0003698	6.3	29
tt0003699	4.5	22
tt0003724	5.9	16
tt0003731	4.8	10
tt0003733	4.8	959
tt0003734	5.3	216
tt0003735	5.6	18
tt0003740	7.1	3075
tt0003743	5.2	27
tt0003750	5.1	9
tt0003751	6	36
tt0003758	5.8	1178
tt0003760	5.8	818
tt0003772	6	929
tt0003777	5	13
tt0003803	6.6	29
tt0003804	6.5	6
tt0003805	5.5	1137
tt0003812	6.8	5
tt0003813	4.9	74
tt0003815	7.4	5
tt0003816	5.1	10
tt0003819	7.3	16
tt0003823	7.1	34
tt0003828	5.7	19
tt0003838	6.2	18
tt0003839	6.6	300
tt0003854	3.7	19
tt0003855	6.4	74
tt0003860	5.1	74
tt0003863	6	885
tt0003869	5.3	11
tt0003876	6.1	43
tt0003883	7.5	303
tt0003884	6.7	74
tt0003886	6.6	8
tt0003890	6	18
tt0003897	6.4	50
tt0003923	5.2	905
tt0003930	6.9	1162
tt0003934	5.5	833
tt0003943	4.6	36
tt0003948	4.3	17
tt0003949	5.3	160
tt0003952	6.9	931
tt0003960	5.6	19
tt0003961	5.7	1347
tt0003965	7	13
tt0003969	5.3	185
tt0003972	4.7	7
tt0003973	5.8	202
tt0003978	4.3	6
tt0003980	5.6	8
tt0003982	5	7
tt0003996	6.7	11
tt0003998	5.7	29
tt0004002	6.3	21
tt0004007	5.7	704
tt0004008	7.2	2912
tt0004011	5.6	746
tt0004013	5	20
tt0004016	4	6
tt0004022	6.2	42
tt0004026	6.8	1040
tt0004027	6	11
tt0004028	4	18
tt0004030	8.7	10
tt0004039	5.5	107
tt0004047	7.4	5
tt0004052	7	81
tt0004057	6.3	9
tt0004060	5.5	95
tt0004064	5.3	14
tt0004065	5.5	43
tt0004066	7	503
tt0004074	5.8	214
tt0004091	5.1	954
tt0004099	5.2	415
tt0004100	6	854
tt0004101	6	1086
tt0004102	5.4	754
tt0004108	6.3	714
tt0004121	5.5	57
tt0004125	3.2	6
tt0004134	6.6	457
tt0004146	7.3	12
tt0004150	5.8	402
tt0004154	4.9	7
tt0004164	3	22
tt0004167	7.5	6
tt0004168	5.2	12
tt0004176	6.8	5
tt0004179	5.2	25
tt0004181	6.1	1240
tt0004182	6.9	48
tt0004189	5.8	2631
tt0004193	4.7	30
tt0004194	5.8	1148
tt0004196	5.7	35
tt0004199	4.5	14
tt0004205	6.7	6
tt0004207	5.2	10
tt0004208	5.2	5
tt0004209	6.5	46
tt0004210	5.8	1286
tt0004212	5.5	187
tt0004219	5.4	5
tt0004223	6.7	41
tt0004229	8.2	5
tt0004235	5.6	15
tt0004238	6	8
tt0004243	4.4	39
tt0004248	5.8	6
tt0004249	4.9	7
tt0004253	6.4	9
tt0004260	7.1	8
tt0004268	4.5	15
tt0004272	5.9	8
tt0004277	5.7	776
tt0004279	5.6	311
tt0004280	5.5	829
tt0004282	5.7	1124
tt0004284	5.6	1376
tt0004286	5.2	273
tt0004288	5.5	1786
tt0004294	6.7	6
tt0004295	7.8	24
tt0004307	6	6
tt0004311	6	1189
tt0004313	4.9	11
tt0004316	5.7	23
tt0004319	5.3	14
tt0004323	6.8	6
tt0004325	5.1	14
tt0004328	5.2	17
tt0004336	5.7	22
tt0004345	4.4	7
tt0004363	6.8	8
tt0004367	5.5	11
tt0004369	6.1	17
tt0004371	6.8	9
tt0004374	4.2	8
tt0004381	1.8	11
tt0004382	5.5	6
tt0004384	4.9	8
tt0004387	5.5	23
tt0004390	5.7	87
tt0004391	6.4	28
tt0004393	6.7	90
tt0004395	6.2	882
tt0004398	1.5	10
tt0004399	6.4	14
tt0004403	6.9	13
tt0004408	5.4	91
tt0004413	6.4	314
tt0004415	5.4	10
tt0004426	6.1	8
tt0004442	4.7	39
tt0004457	5.5	382
tt0004465	6.3	939
tt0004475	5.1	17
tt0004499	5.8	701
tt0004518	5.1	929
tt0004525	5.8	34
tt0004526	4.8	6
tt0004536	5.4	20
tt0004537	5.5	16
tt0004545	3.1	22
tt0004546	6.3	1442
tt0004555	6	41
tt0004558	4.9	11
tt0004562	5.8	23
tt0004571	6	18
tt0004573	5.3	9
tt0004593	6	36
tt0004600	6.7	30
tt0004630	6.2	53
tt0004635	5.7	879
tt0004637	5.4	785
tt0004643	4.7	7
tt0004646	5.6	11
tt0004651	5.6	8
tt0004662	5.6	22
tt0004670	5.3	1097
tt0004674	7.1	31
tt0004681	6.1	178
tt0004690	6.2	6
tt0004691	4.6	29
tt0004693	5.5	891
tt0004707	6.3	3250
tt0004712	6.3	165
tt0004727	1.9	13
tt0004728	3.4	12
tt0004730	8	162
tt0004736	5.8	1092
tt0004740	5	16
tt0004743	5.3	112
tt0004757	6.9	7
tt0004766	5.6	174
tt0004792	6.3	11
tt0004821	8.7	6
tt0004825	6.4	243
tt0004832	6.3	10
tt0004836	5.2	72
tt0004837	6.7	14
tt0004838	5.7	138
tt0004846	5.3	24
tt0004847	4.5	14
tt0004849	6.4	30
tt0004853	7.5	13
tt0004866	4	8
tt0004869	4.5	15
tt0004870	5.1	62
tt0004872	6.6	206
tt0004873	6.2	394
tt0004887	4.9	28
tt0004888	4.9	35
tt0004889	5.5	26
tt0004891	6	8
tt0004897	4.7	7
tt0004905	5.7	26
tt0004907	7.6	23
tt0004908	5.9	17
tt0004913	5.3	6
tt0004923	8.2	5
tt0004924	6.4	5
tt0004936	6.7	1729
tt0004942	3.3	6
tt0004961	6.3	9
tt0004968	4.6	18
tt0004971	5.5	115
tt0004972	6.3	22214
tt0004974	3.3	11
tt0004979	6	5
tt0005003	6	6
tt0005005	6.2	15
tt0005026	5.7	37
tt0005034	6	8
tt0005040	6.8	8
tt0005041	6.6	49
tt0005044	5.8	1509
tt0005046	7.6	5
tt0005047	5.3	37
tt0005049	7	6
tt0005050	5.3	7
tt0005053	6.1	16
tt0005054	6.5	20
tt0005059	6.4	76
tt0005060	6.4	895
tt0005061	5.2	18
tt0005062	4.8	9
tt0005068	5.3	30
tt0005074	6.8	2048
tt0005076	6.7	44
tt0005077	6	1446
tt0005078	6.6	2305
tt0005084	6.5	77
tt0005087	3.8	10
tt0005098	4	8
tt0005108	4.9	16
tt0005114	5.1	67
tt0005124	6	6
tt0005147	5.3	105
tt0005149	6	245
tt0005160	5.1	8
tt0005161	5.6	12
tt0005163	6.7	13
tt0005172	6.3	13
tt0005179	5.9	26
tt0005180	7.3	15
tt0005190	7.4	12
tt0005192	6.5	10
tt0005193	7.1	7
tt0005195	4.9	13
tt0005196	7.4	30
tt0005198	6	279
tt0005199	5.5	87
tt0005200	6.9	28
tt0005204	5.8	100
tt0005205	5.2	111
tt0005208	7	8
tt0005209	5.7	10
tt0005211	3.8	6
tt0005214	5	20
tt0005220	5.7	128
tt0005228	5.7	12
tt0005231	2.8	19
tt0005232	6.5	12
tt0005235	4.3	6
tt0005246	6.4	87
tt0005250	6.6	8
tt0005302	6.4	47
tt0005309	5.6	178
tt0005310	5.7	227
tt0005312	5.6	147
tt0005313	6	225
tt0005314	5.6	238
tt0005315	6.1	188
tt0005316	5.9	73
tt0005317	6.2	330
tt0005336	5.4	340
tt0005339	5.8	783
tt0005352	5.6	8
tt0005353	7.3	25
tt0005354	5.6	150
tt0005363	6.9	10
tt0005368	5.3	9
tt0005377	6.3	11
tt0005381	5.3	30
tt0005384	7.1	19
tt0005386	5.8	6
tt0005392	8	7
tt0005393	5.3	32
tt0005402	6.4	187
tt0005405	6	5
tt0005411	2	10
tt0005414	6.7	228
tt0005419	7.2	6
tt0005431	6.4	11
tt0005434	4	5
tt0005435	4.2	9
tt0005436	5.2	108
tt0005437	4.8	36
tt0005443	5	55
tt0005444	5.2	90
tt0005446	6.3	22
tt0005458	7.6	10
tt0005460	5.3	45
tt0005475	4.6	72
tt0005481	6	10
tt0005482	4.9	8
tt0005488	5.9	7
tt0005489	6.2	1602
tt0005490	6.3	6
tt0005496	7.2	6
tt0005498	5.3	6
tt0005502	5.5	12
tt0005513	3.6	17
tt0005514	3.4	16
tt0005522	6	27
tt0005529	6.8	268
tt0005530	7.8	5
tt0005535	7.2	27
tt0005542	5.7	1374
tt0005545	7.9	10
tt0005547	4.6	5
tt0005551	7.1	20
tt0005553	4.1	9
tt0005556	6.1	10
tt0005557	6.6	293
tt0005561	7.7	6
tt0005562	3.7	15
tt0005566	6.6	9
tt0005571	6	1117
tt0005574	6.8	20
tt0005579	6.1	16
tt0005582	5.5	8
tt0005586	6.5	25
tt0005589	6.2	16
tt0005590	6.2	66
tt0005592	6.6	7
tt0005600	5.6	42
tt0005604	5.4	10
tt0005613	6.3	9
tt0005615	6.5	29
tt0005621	7.1	38
tt0005622	6.6	149
tt0005644	7	8
tt0005654	5.2	130
tt0005656	5.6	33
tt0005660	5.2	118
tt0005661	6.1	102
tt0005663	6.2	6
tt0005667	1.1	10
tt0005674	5.2	22
tt0005675	5.6	88
tt0005676	5.9	203
tt0005677	5.9	204
tt0005678	5.8	216
tt0005679	5.3	184
tt0005680	5.9	130
tt0005682	5.4	54
tt0005683	5.9	38
tt0005700	5.9	16
tt0005703	5.5	64
tt0005719	5.6	139
tt0005731	5.9	33
tt0005733	6	8
tt0005739	6.7	13
tt0005746	5	8
tt0005753	5.2	91
tt0005756	7.2	10
tt0005758	7.5	13
tt0005771	6.5	10
tt0005772	5.3	9
tt0005774	5.4	11
tt0005780	7.4	8
tt0005802	2.1	12
tt0005808	5.5	19
tt0005809	6.1	300
tt0005810	6	1502
tt0005811	5.9	7
tt0005812	6.5	1723
tt0005823	6.9	23
tt0005831	7	9
tt0005832	5.8	43
tt0005838	4.1	27
tt0005845	5.6	23
tt0005864	5.7	167
tt0005869	4.8	8
tt0005871	7.4	11
tt0005875	5.6	36
tt0005878	4.8	6
tt0005879	7.4	9
tt0005891	4.9	86
tt0005901	5.1	7
tt0005905	6.8	12
tt0005910	5.5	951
tt0005915	6.4	36
tt0005916	6.9	794
tt0005922	7.8	6
tt0005928	5.5	17
tt0005930	5.3	9
tt0005931	6.7	21
tt0005939	5.1	16
tt0005945	8	20
tt0005951	6.9	598
tt0005955	5.6	77
tt0005956	8.5	6
tt0005960	6.8	1110
tt0005962	6	32
tt0005974	6.8	14
tt0005978	4.7	19
tt0005984	6.9	10
tt0005987	6.8	6
tt0005992	6	22
tt0005994	7.4	8
tt0005997	5.8	11
tt0005998	4.9	11
tt0005999	5	14
tt0006007	7	8
tt0006008	6.2	23
tt0006026	5.3	49
tt0006032	6.3	1321
tt0006036	5.6	5
tt0006041	6.5	6
tt0006047	5	5
tt0006062	5.2	16
tt0006063	4.2	10
tt0006088	5.7	6
tt0006101	7.5	10
tt0006102	5.4	46
tt0006115	5.3	142
tt0006119	6.5	16
tt0006128	6.4	5
tt0006134	5.8	17
tt0006140	6	9
tt0006144	2.5	13
tt0006145	5.4	181
tt0006150	4.7	28
tt0006157	3.7	15
tt0006158	5.8	6
tt0006160	8.3	25
tt0006177	7	2929
tt0006182	6	82
tt0006194	5.4	5
tt0006201	2.4	14
tt0006202	5	8
tt0006204	5.8	8
tt0006206	7.3	4166
tt0006210	5.9	9
tt0006213	3	15
tt0006215	5.2	40
tt0006217	7	5
tt0006229	3.2	6
tt0006238	7.2	24
tt0006241	7.6	14
tt0006243	5.2	11
tt0006258	5.7	28
tt0006262	5.7	71
tt0006276	6.4	20
tt0006279	1.1	10
tt0006280	1.1	10
tt0006283	6.7	17
tt0006288	7.2	5
tt0006291	7.7	13
tt0006293	5.4	25
tt0006296	5.4	130
tt0006299	7.3	9
tt0006309	6.5	1565
tt0006313	6.3	1438
tt0006318	5.3	12
tt0006327	5.9	151
tt0006331	6	8
tt0006332	6.6	5
tt0006333	6.2	1503
tt0006339	4.8	17
tt0006343	5.2	8
tt0006349	5.8	255
tt0006350	4.7	11
tt0006354	5	34
tt0006357	6.4	70
tt0006358	7	12
tt0006359	6.1	67
tt0006363	6.7	10
tt0006373	6.5	11
tt0006375	6.9	21
tt0006385	6.7	10
tt0006386	6.5	30
tt0006397	5.7	36
tt0006399	5.7	51
tt0006402	6	6
tt0006405	6.7	362
tt0006409	7.8	55
tt0006413	5.6	7
tt0006414	7	2380
tt0006417	5.8	6
tt0006419	4.5	11
tt0006426	5.3	13
tt0006434	4.8	5
tt0006436	5.8	10
tt0006437	6.8	12
tt0006444	5.5	46
tt0006446	5.3	46
tt0006449	5.6	104
tt0006451	5.9	45
tt0006453	4.7	17
tt0006454	5.7	17
tt0006455	5.7	43
tt0006456	6.9	16
tt0006457	5.4	21
tt0006481	6.1	52
tt0006482	6.4	80
tt0006484	4.3	6
tt0006489	5.2	18
tt0006494	6.1	142
tt0006505	7	9
tt0006508	7.3	37
tt0006509	4.5	559
tt0006511	6	48
tt0006517	6	283
tt0006547	7.8	73
tt0006548	6.6	1942
tt0006552	5.8	6
tt0006553	6.2	6
tt0006554	5.6	5
tt0006557	6.6	8
tt0006562	5.9	148
tt0006564	5.9	51
tt0006568	7.1	34
tt0006570	5.9	7
tt0006580	5	8
tt0006588	6.2	6
tt0006589	6.8	123
tt0006592	6.2	53
tt0006593	4.9	58
tt0006598	6	7
tt0006600	3.8	14
tt0006601	4.1	9
tt0006603	5.3	6
tt0006605	7.6	7
tt0006614	6.4	96
tt0006617	6.1	200
tt0006621	5.8	16
tt0006623	5.2	5
tt0006631	6.2	12
tt0006636	4.4	5
tt0006637	6.7	10
tt0006638	9.2	5
tt0006641	4	7
tt0006642	6	5
tt0006645	4.9	14
tt0006653	6.5	11
tt0006664	5.3	64
tt0006666	6.4	21
tt0006668	6.7	391
tt0006673	3.8	13
tt0006679	4.7	10
tt0006684	6.6	2230
tt0006688	6.4	143
tt0006689	6.6	2056
tt0006692	5	12
tt0006699	5.7	11
tt0006703	5.9	42
tt0006706	6	17
tt0006707	5.4	5
tt0006713	6.1	22
tt0006714	6.2	5
tt0006726	6.2	20
tt0006731	5.3	609
tt0006736	6.6	166
tt0006745	5.7	479
tt0006751	6.2	45
tt0006753	6.6	147
tt0006761	6.1	49
tt0006764	6.3	229
tt0006766	6.6	7
tt0006770	6.3	9
tt0006773	6.2	26
tt0006780	6.8	836
tt0006782	4.6	81
tt0006796	5.9	13
tt0006801	5.4	146
tt0006803	6.7	6
tt0006809	5.9	127
tt0006813	6.7	27
tt0006819	6.3	35
tt0006820	6.1	75
tt0006826	5.6	837
tt0006829	4.7	7
tt0006831	5.9	9
tt0006835	4.2	21
tt0006836	2.1	10
tt0006843	3.8	5
tt0006846	5.7	20
tt0006847	6.2	9
tt0006859	7.2	15
tt0006861	6.4	42
tt0006863	6	8
tt0006864	7.7	13878
tt0006865	6.1	10
tt0006867	6.3	21
tt0006874	7	8
tt0006886	7.4	867
tt0006893	4.3	15
tt0006895	5.6	64
tt0006902	5.7	42
tt0006913	6.6	14
tt0006914	5.8	28
tt0006917	3.8	14
tt0006932	6.8	30
tt0006942	7	13
tt0006943	5.7	18
tt0006952	4.5	24
tt0006963	3.9	46
tt0006978	5.1	253
tt0006991	4	14
tt0006995	6.5	16
tt0006997	6	83
tt0007003	5.5	70
tt0007005	5.4	14
tt0007009	4.2	8
tt0007012	4.9	15
tt0007019	4.6	5
tt0007023	4.6	14
tt0007031	6.5	63
tt0007034	7.8	11
tt0007038	6.8	11
tt0007042	4.2	6
tt0007047	6	574
tt0007049	6.4	52
tt0007061	4.8	8
tt0007070	4.9	7
tt0007098	6.1	87
tt0007100	7	20
tt0007107	5.8	15
tt0007108	6.9	814
tt0007110	6.8	12
tt0007111	6.1	7
tt0007116	6.2	13
tt0007117	5.1	9
tt0007118	7	27
tt0007120	7	15
tt0007136	6.1	53
tt0007142	6.9	16
tt0007145	7.1	2872
tt0007146	6	8
tt0007151	7.6	38
tt0007160	7.4	8
tt0007162	7.1	2999
tt0007165	6.8	5
tt0007167	4.9	14
tt0007177	4.5	95
tt0007183	7	610
tt0007184	5.8	9
tt0007188	6.2	15
tt0007194	6.5	1547
tt0007197	4.4	10
tt0007201	6.5	10
tt0007202	6.2	56
tt0007208	5.3	61
tt0007220	6	7
tt0007240	6.5	35
tt0007246	3.9	8
tt0007248	6.7	7
tt0007250	5.9	7
tt0007254	9	8
tt0007255	4.8	9
tt0007257	4.7	564
tt0007259	4.6	5
tt0007260	6.5	141
tt0007263	6.3	17
tt0007264	7.1	3201
tt0007271	6	7
tt0007272	7.1	11
tt0007278	6.3	13
tt0007279	5.3	28
tt0007297	6.3	18
tt0007303	7.2	6
tt0007308	4.9	10
tt0007309	5.6	183
tt0007313	5.7	9
tt0007317	5.3	6
tt0007338	6.4	313
tt0007340	6.8	342
tt0007353	5.8	13
tt0007361	6.2	349
tt0007367	5.3	509
tt0007368	6.6	78
tt0007375	2.8	13
tt0007380	8.2	5
tt0007407	6.1	9
tt0007410	4.8	10
tt0007413	5.6	85
tt0007422	5.8	25
tt0007433	6.7	467
tt0007439	5.4	144
tt0007453	7.2	25
tt0007454	6.1	25
tt0007459	6.6	91
tt0007462	6.7	13
tt0007464	5.5	10
tt0007473	7.1	17
tt0007476	5.2	926
tt0007486	8.6	5
tt0007491	5.8	10
tt0007498	6.2	12
tt0007499	3	8
tt0007506	6	9
tt0007507	6.9	2497
tt0007514	6.7	11
tt0007516	4.7	6
tt0007518	5.5	8
tt0007522	5.8	101
tt0007524	7.2	5
tt0007530	6.7	156
tt0007539	6.8	9
tt0007558	6.3	591
tt0007567	5.3	154
tt0007590	6.1	40
tt0007610	5.9	268
tt0007613	7.4	3513
tt0007614	6.6	11
tt0007617	5.7	88
tt0007618	6.6	11
tt0007620	5.4	26
tt0007623	8.2	6
tt0007624	5.5	128
tt0007626	4.6	11
tt0007646	6.7	41
tt0007647	6.1	7
tt0007660	4	5
tt0007669	6.4	12
tt0007673	5.3	10
tt0007678	6.7	7
tt0007679	5.2	9
tt0007684	6	7
tt0007686	6.5	140
tt0007690	6.6	5
tt0007698	5.1	48
tt0007699	5.5	15
tt0007702	6.9	21
tt0007709	5.2	110
tt0007711	8	37
tt0007713	6	5
tt0007715	5.6	42
tt0007718	6.1	38
tt0007720	5.9	135
tt0007725	4.2	11
tt0007726	5.7	15
tt0007728	5.7	41
tt0007730	6.1	42
tt0007755	6	468
tt0007761	6.3	1349
tt0007762	4.6	5
tt0007764	6	237
tt0007765	4.7	12
tt0007769	8	5
tt0007774	5.6	7
tt0007778	6.8	10
tt0007791	4.5	22
tt0007794	5.4	8
tt0007795	7.1	30
tt0007801	6.5	298
tt0007802	5.8	153
tt0007809	4.2	27
tt0007811	6.7	11
tt0007812	5.5	20
tt0007814	6.4	7
tt0007819	6.3	1444
tt0007825	6.6	38
tt0007832	7.2	3071
tt0007834	7.1	7
tt0007839	6.8	5
tt0007854	6.2	12
tt0007857	7.2	8
tt0007865	6.4	7
tt0007867	6.7	18
tt0007873	6.3	44
tt0007880	7.5	4686
tt0007891	3.8	5
tt0007903	6.8	12
tt0007910	6.9	40
tt0007927	7.1	14
tt0007931	7	27
tt0007933	5.6	5
tt0007942	5	25
tt0007952	7	7
tt0007956	6.1	68
tt0007958	6.1	17
tt0007963	7.2	8
tt0007983	6.1	129
tt0007984	4.4	12
tt0007986	5.5	13
tt0007992	6.6	45
tt0007998	6.8	17
tt0008004	6.3	6
tt0008010	6	9
tt0008011	6.1	135
tt0008022	4.7	10
tt0008024	6.6	24
tt0008028	8.4	5
tt0008029	6.1	16
tt0008031	5.2	9
tt0008036	6.6	10
tt0008039	4.6	12
tt0008040	6.4	5
tt0008041	7	17
tt0008043	6	5
tt0008047	4	5
tt0008057	6	5
tt0008060	5.5	71
tt0008072	5.7	14
tt0008075	6.5	21
tt0008086	5.9	66
tt0008091	6	7
tt0008099	5.8	91
tt0008100	6.5	585
tt0008112	6	891
tt0008122	6.8	31
tt0008130	6	5
tt0008133	7.7	7316
tt0008134	6.6	10
tt0008144	5.2	16
tt0008148	6.2	5
tt0008150	6.5	501
tt0008151	4.2	6
tt0008159	6.9	31
tt0008161	6.2	57
tt0008163	3.5	12
tt0008164	3.8	13
tt0008175	6	7
tt0008176	6.9	16
tt0008177	6.9	8
tt0008179	6.4	8
tt0008188	5.9	608
tt0008195	4	7
tt0008196	5.7	638
tt0008207	5.3	7
tt0008212	5.6	128
tt0008217	6.9	13
tt0008232	6.1	11
tt0008234	5	12
tt0008241	6.2	10
tt0008252	6.4	88
tt0008259	6.5	43
tt0008260	5	7
tt0008266	6	8
tt0008271	4.4	30
tt0008279	6.4	109
tt0008281	8.1	17
tt0008285	5.8	10
tt0008305	6.2	17
tt0008309	6.7	257
tt0008319	6.1	76
tt0008329	5.8	74
tt0008331	4.7	62
tt0008338	4.6	36
tt0008348	4.8	12
tt0008353	6	11
tt0008355	6.2	22
tt0008359	6.1	26
tt0008361	4.9	12
tt0008362	7	59
tt0008371	6.7	24
tt0008372	6.6	23
tt0008374	6.4	28
tt0008377	5.9	794
tt0008381	8.8	93
tt0008387	1.1	9
tt0008389	5.6	25
tt0008394	6.6	7
tt0008395	7.1	459
tt0008401	5.3	102
tt0008402	5	7
tt0008411	5.9	22
tt0008416	6	10
tt0008426	7.8	6
tt0008431	6.9	11
tt0008432	4.9	10
tt0008442	7.5	41
tt0008443	6.7	1266
tt0008458	6.5	85
tt0008476	5.9	13
tt0008489	6.4	130
tt0008491	5.1	9
tt0008493	4.7	33
tt0008496	6.8	6
tt0008498	6.3	80
tt0008499	6.1	770
tt0008500	6.1	176
tt0008502	1.8	9
tt0008510	6	6
tt0008519	5.7	727
tt0008521	5	5
tt0008523	5.6	1114
tt0008526	8.6	80
tt0008528	9.1	9
tt0008535	6.6	5
tt0008536	6.9	147
tt0008539	5.7	15
tt0008541	5.4	78
tt0008543	6.8	13
tt0008544	7.2	15
tt0008547	4.6	22
tt0008549	6.1	8
tt0008550	6.2	98
tt0008551	5	32
tt0008558	4.8	12
tt0008560	6.2	5
tt0008561	6.3	85
tt0008562	4.4	10
tt0008565	6.4	8
tt0008571	6.6	64
tt0008579	5.7	9
tt0008599	6.1	7
tt0008605	4.6	20
tt0008608	7	27
tt0008614	7.9	7
tt0008620	5	5
tt0008623	7.2	13
tt0008628	5.5	31
tt0008634	6.2	372
tt0008636	4.6	9
tt0008638	3.3	10
tt0008639	5.9	125
tt0008650	4.6	5
tt0008651	3.8	12
tt0008652	6	109
tt0008657	5.9	19
tt0008658	4.8	12
tt0008662	5.4	37
tt0008663	7.4	1509
tt0008666	6.7	6
tt0008670	5.5	60
tt0008672	6	189
tt0008677	5.4	5
tt0008679	4.8	481
tt0008687	6.1	140
tt0008688	7.6	127
tt0008690	5.6	31
tt0008692	5.5	23
tt0008696	6.8	15
tt0008698	6.1	10
tt0008706	5.9	11
tt0008710	6.7	148
tt0008720	5.6	7
tt0008723	6.5	56
tt0008725	5.9	31
tt0008730	6.4	24
tt0008731	7.2	5
tt0008735	5.8	26
tt0008742	6.8	12
tt0008745	4.2	13
tt0008753	6.8	8
tt0008759	5.8	9
tt0008761	3.2	14
tt0008764	5.8	33
tt0008775	6.4	557
tt0008783	6.8	8
tt0008784	6	8
tt0008786	6.5	63
tt0008787	6.2	8
tt0008797	6.3	10
tt0008800	6.7	96
tt0008804	4.4	14
tt0008806	4.7	12
tt0008807	6.7	83
tt0008808	5.3	6
tt0008810	5	17
tt0008811	5	161
tt0008817	1.3	9
